Sensor,linear_acceleration,linear_acceleration,linear_acceleration,rotation_vector,rotation_vector,rotation_vector
Axis,x,y,z,x,y,z
656555400551714,0.17224738,0.100375675,0.17564201,0.006179357,-0.0024337326,-0.9675571
656555416901675,0.17067486,0.12557131,0.12056732,0.006141537,-0.0024482722,-0.9649537
656555441447560,-0.13096632,0.14498815,0.11337757,0.006091244,-0.00249484,-0.96096337
656555457835213,-0.02458413,0.07578437,0.09662151,0.0060825506,-0.0025562325,-0.9579989
656555482393021,0.9895718,-0.057997853,0.15406418,0.00591059,-0.0027673708,-0.9533599
656555498760559,0.4293245,0.19334137,0.10130882,0.0053142337,-0.0031779234,-0.9507177
656555523298713,-0.27941203,-0.0074748844,0.13480854,0.0051509114,-0.0032971841,-0.94709545
656555539673175,-0.23587875,-0.11062876,0.086912155,0.0050858785,-0.003299076,-0.9445404
656555564195328,-0.16438758,0.1020472,0.1371746,0.005002285,-0.003303128,-0.94043034
656555572389405,-0.1746782,0.16857487,0.09168434,0.0050437087,-0.0033617497,-0.9363195
656555596937636,-0.090436466,0.0889532,0.10847664,0.005124006,-0.003416319,-0.9336295
656555613327097,0.10016685,-0.084429875,0.12523937,0.005103512,-0.0034234587,-0.93231493
656555637896136,-0.2910202,-0.08018723,0.101296425,0.0051031536,-0.0034164998,-0.9287088
656555662442290,-0.51113784,-0.089894444,0.09893322,0.0054399245,-0.0031148037,-0.92483735
656555678778251,-0.62484485,0.045911364,0.127779,0.00616192,-0.002683704,-0.92187726
656555703372982,-0.21973437,0.037461318,0.1280489,0.007364616,-0.0021637448,-0.9166828
656555719744828,-0.0316505,-0.009815015,0.034708023,0.007484315,-0.0021487032,-0.91282743
656555736108520,0.3260447,-0.12350566,0.13765335,0.007463387,-0.0021592341,-0.9087577
656555760655558,0.28316575,-0.22013494,0.08014965,0.0073032663,-0.0021878474,-0.90244204
656555777058789,-0.46997666,-0.2318955,0.053744316,0.0070951395,-0.0020768417,-0.8979153
656555793418943,-0.4373867,-0.14753163,0.084807396,0.0069528446,-0.0017743498,-0.8929058
656555817970404,-0.15580674,-0.0017118677,0.08480358,0.006998786,-0.0015124285,-0.8843887
